辛辛那提紅人,1,0,7,1,0,0,3,1,0,13,17,1
匹茲堡海盜,2,0,0,0,2,2,0,0,0,6,8,5
克里夫蘭印地安人,0,0,3,0,0,0,0,0,0,3,6,0
德州遊騎兵,1,0,0,0,0,0,0,0,0,1,7,1
西雅圖水手,0,0,1,0,0,4,3,0,0,8,8,1
科羅拉多落磯山,0,2,0,0,0,1,2,0,0,5,6,1
堪薩斯皇家,0,0,1,0,0,0,0,0,1,2,7,1
亞歷桑那響尾蛇,0,1,0,0,0,0,3,0,x,4,13,0
舊金山巨人,0,0,0,0,0,0,0,0,1,1,3,2
奧克蘭運動家,0,0,3,0,0,0,0,1,x,4,5,1
芝加哥白襪,0,0,0,0,1,2,0,0,7,10,14,1
聖地牙哥教士,1,0,1,0,0,0,0,0,0,2,9,2
洛杉磯道奇,0,0,0,1,0,0,0,0,0,1,7,0
洛杉磯天使,0,0,1,3,0,3,0,1,x,8,15,0
明尼蘇達雙城,1,0,4,0,3,0,0,0,0,8,14,0
華盛頓國民,3,0,1,1,0,0,1,1,1,8,13,1
波士頓紅襪,0,0,0,0,5,0,0,1,1,7,10,1
多倫多藍鳥,0,0,2,0,0,0,2,0,0,4,7,2
紐約洋基,1,0,0,0,0,0,0,0,0,1,4,1
邁阿密馬林魚,1,0,1,0,0,0,0,0,x,2,3,1
多倫多藍鳥,2,0,0,1,0,0,0,2,0,5,7,2
坦帕灣光芒,0,0,1,0,0,0,0,0,2,3,7,1
紐約大都會,0,0,0,0,0,0,0,3,0,3,7,1
堪薩斯皇家,1,0,0,1,0,2,0,0,x,4,9,0
聖路易紅雀,0,0,0,0,0,0,0,0,1,1,5,0
匹茲堡海盜,0,2,0,0,0,1,0,1,x,4,9,1
芝加哥小熊,0,0,1,1,0,2,0,0,0,4,6,2
洛杉磯天使,0,1,0,1,0,0,0,4,x,6,9,0
明尼蘇達雙城,0,0,0,0,0,0,2,0,0,2,7,0
巴爾的摩金鶯,0,0,0,0,2,0,0,0,1,3,10,0
西雅圖水手,1,1,0,0,0,0,0,0,0,2,4,2
德州遊騎兵,0,0,0,0,3,0,0,0,x,3,1,1
多倫多藍鳥,0,0,1,3,1,0,0,0,0,5,7,1
坦帕灣光芒,0,1,0,0,1,1,0,0,0,3,8,0
芝加哥白襪,0,0,4,0,0,0,0,0,0,4,7,1
奧克蘭運動家,0,0,3,0,0,0,0,0,0,3,7,2
芝加哥小熊,1,0,0,2,0,2,1,0,3,9,11,0
洛杉磯天使,0,0,0,0,0,0,0,0,0,0,3,1
舊金山巨人,0,2,2,1,2,0,0,5,0,12,15,0
密爾瓦基釀酒人,1,1,1,0,0,0,0,0,0,3,8,1
華盛頓國民,0,0,1,0,0,0,0,1,1,4,8,0
亞特蘭大勇士,0,0,1,0,0,0,1,0,0,3,4,2
費城費城人,0,2,0,0,0,0,0,0,0,2,6,2
辛辛那提紅人,1,0,0,0,0,0,0,5,x,6,6,0
洛杉磯道奇,2,0,1,0,0,5,3,4,0,15,17,0
聖地牙哥教士,0,0,0,0,0,0,0,0,0,0,4,2
科羅拉多落磯山,0,0,6,1,0,0,0,3,0,10,15,0
亞歷桑那響尾蛇,0,1,0,2,2,0,0,0,0,5,12,0
休士頓太空人,0,0,0,1,0,1,0,3,0,5,6,0
紐約洋基,0,2,0,0,0,0,0,1,0,3,4,1
波士頓紅襪,0,0,2,0,0,2,0,0,2,6,11,0
克里夫蘭印地安人,0,0,0,2,0,0,0,0,0,2,5,1
多倫多藍鳥,0,0,0,2,0,0,0,0,0,2,9,0
坦帕灣光芒,0,0,0,1,0,0,0,2,x,3,7,1
西雅圖水手,0,1,0,1,0,0,2,6,0,10,11,1
德州遊騎兵,0,0,0,2,0,0,0,0,0,2,7,1
芝加哥白襪,0,0,0,0,3,1,0,0,1,5,11,0
奧克蘭運動家,0,0,1,0,1,0,0,2,0,4,10,0
紐約大都會,0,0,0,2,0,0,0,0,0,2,6,0
堪薩斯皇家,0,0,0,0,0,0,0,0,0,0,3,0
底特律老虎,0,0,1,0,0,0,2,0,1,8,12,1
邁阿密馬林魚,0,0,0,3,0,1,3,0,0,7,10,2
芝加哥小熊,0,0,4,0,0,0,2,0,0,6,9,1
洛杉磯天使,0,0,0,0,0,1,0,0,0,1,4,0
聖路易紅雀,2,2,1,0,0,0,0,0,0,5,8,1
匹茲堡海盜,1,0,2,0,0,0,0,0,1,6,12,2
舊金山巨人,0,0,1,1,0,0,0,0,0,2,7,0
密爾瓦基釀酒人,0,1,0,0,0,0,0,0,0,1,6,0
科羅拉多落磯山,0,0,0,6,0,0,0,0,0,6,9,0
亞歷桑那響尾蛇,1,0,1,0,0,3,6,0,x,11,15,0
洛杉磯道奇,0,0,0,3,0,0,0,0,0,3,6,0
聖地牙哥教士,0,0,0,0,0,0,0,0,0,0,2,1
多倫多藍鳥,0,0,3,0,0,0,0,0,0,3,6,0
坦帕灣光芒,0,0,0,1,0,1,0,3,x,5,10,0
西雅圖水手,2,1,0,0,0,0,1,0,5,9,14,0
德州遊騎兵,0,2,0,0,0,3,0,0,0,5,7,0
波士頓紅襪,0,2,0,0,0,4,0,0,0,6,10,1
克里夫蘭印地安人,4,1,0,0,0,1,1,0,x,7,9,0
明尼蘇達雙城,0,0,1,0,0,1,0,0,0,2,5,0
巴爾的摩金鶯,0,1,1,1,1,0,0,0,x,4,9,0
休士頓太空人,1,4,0,0,1,0,0,0,0,6,12,1
紐約洋基,6,3,3,0,0,1,3,0,x,16,17,0
芝加哥白襪,0,0,1,0,0,0,0,0,0,1,6,0
奧克蘭運動家,1,1,0,0,0,0,0,0,x,2,7,0
底特律老虎,0,2,0,0,0,3,0,2,0,7,13,0
邁阿密馬林魚,0,0,0,0,0,2,0,0,1,3,10,1
舊金山巨人,1,1,0,0,0,1,0,0,0,3,6,0
密爾瓦基釀酒人,1,1,1,0,0,0,1,0,x,4,9,2
科羅拉多落磯山,2,0,1,0,0,0,1,0,0,4,8,1
亞歷桑那響尾蛇,0,0,2,0,0,0,0,0,1,3,8,0
聖路易紅雀,0,0,0,0,0,1,0,0,0,1,4,3
匹茲堡海盜,1,0,0,0,3,1,0,0,x,5,9,0
華盛頓國民,0,0,0,0,0,0,3,0,0,3,8,0
亞特蘭大勇士,0,0,0,1,0,0,0,0,0,1,8,1
費城費城人,2,0,0,0,0,0,0,0,0,2,5,0
辛辛那提紅人,1,0,0,0,0,0,0,0,2,3,8,0
洛杉磯道奇,4,0,0,1,0,0,0,1,1,7,11,1
聖地牙哥教士,0,0,0,0,0,0,0,0,0,0,5,0
芝加哥白襪,0,0,0,0,0,2,0,0,4,6,10,1
奧克蘭運動家,0,0,0,0,0,0,0,0,1,1,4,2
休士頓太空人,0,3,0,2,0,0,0,0,0,5,9,1
紐約洋基,0,1,1,2,1,0,3,0,x,8,12,0
明尼蘇達雙城,1,1,0,0,0,0,0,0,0,2,9,0
巴爾的摩金鶯,0,0,0,0,0,1,2,1,x,4,8,1
德州遊騎兵,1,0,1,0,0,0,1,0,0,3,4,0
洛杉磯天使,0,0,1,0,2,0,0,0,1,4,11,1
費城費城人,0,0,1,1,2,0,0,2,0,6,9,1
辛辛那提紅人,0,0,1,8,0,0,1,0,x,10,12,1
邁阿密馬林魚,3,0,1,0,1,0,1,0,0,6,13,1
華盛頓國民,3,0,0,0,0,0,1,0,0,4,6,1
洛杉磯道奇,0,2,1,0,1,0,0,2,0,6,13,1
舊金山巨人,0,0,0,0,3,4,0,5,x,12,17,0
芝加哥小熊,0,2,2,5,0,0,1,0,4,14,14,0
亞歷桑那響尾蛇,3,1,2,0,0,0,0,0,0,6,8,2
紐約洋基,0,0,0,0,0,0,0,0,0,0,3,0
底特律老虎,1,0,0,2,0,0,1,0,x,4,13,0
克里夫蘭印地安人,3,2,0,0,2,0,0,0,0,7,9,0
芝加哥白襪,0,0,0,1,0,0,0,0,0,1,3,1
坦帕灣光芒,1,0,0,0,0,0,0,0,0,1,5,0
巴爾的摩金鶯,0,1,0,1,4,0,0,0,x,6,10,0
波士頓紅襪,0,1,1,0,0,4,2,0,0,8,11,0
多倫多藍鳥,1,0,0,6,0,0,0,0,0,7,9,1
明尼蘇達雙城,0,1,0,0,0,1,0,1,0,3,6,1
堪薩斯皇家,0,2,0,0,0,0,0,2,x,4,9,0
德州遊騎兵,3,0,2,1,0,0,1,0,0,7,10,0
洛杉磯天使,0,1,1,1,0,0,0,0,0,3,7,1
奧克蘭運動家,0,0,0,1,1,0,0,0,1,3,9,2
西雅圖水手,0,0,0,0,2,0,0,0,0,2,4,2
休士頓太空人,0,0,0,0,0,0,0,0,4,4,9,0
密爾瓦基釀酒人,3,1,0,0,0,0,0,2,x,6,7,0
費城費城人,0,0,0,0,0,1,0,1,0,2,8,1
紐約大都會,0,1,0,0,0,2,4,0,x,7,9,1
聖地牙哥教士,0,0,0,6,3,2,0,0,2,13,18,0
科羅拉多落磯山,0,2,0,3,0,0,0,0,1,6,9,0
匹茲堡海盜,0,1,0,0,1,0,0,4,0,6,8,3
辛辛那提紅人,2,0,1,0,0,1,1,0,0,5,6,3
聖路易紅雀,0,0,0,3,0,0,1,1,2,7,11,2
亞特蘭大勇士,0,0,4,0,0,0,0,0,0,4,5,0
芝加哥小熊,0,0,2,0,0,0,0,0,0,2,5,1
亞歷桑那響尾蛇,0,0,0,0,0,1,0,1,1,3,8,0
洛杉磯道奇,0,0,0,2,0,0,0,0,0,2,9,0
舊金山巨人,0,0,0,0,0,0,2,0,1,3,2,0
波士頓紅襪,0,0,3,1,3,1,0,0,0,8,11,1
多倫多藍鳥,2,0,2,0,0,0,0,0,0,4,7,1
紐約洋基,1,1,0,4,2,0,0,0,0,8,13,1
底特律老虎,0,0,0,2,0,0,2,0,0,4,7,1
克里夫蘭印地安人,0,0,0,0,0,2,1,0,0,3,7,3
芝加哥白襪,0,0,1,1,0,0,5,0,x,7,10,1
明尼蘇達雙城,0,0,0,0,0,0,0,0,0,0,7,2
堪薩斯皇家,0,0,0,2,2,3,0,0,x,7,10,0
德州遊騎兵,1,0,0,1,0,0,2,0,0,4,10,0
洛杉磯天使,1,0,0,0,0,0,0,0,0,1,5,2
奧克蘭運動家,2,0,0,0,2,1,0,1,0,6,11,0
西雅圖水手,0,1,0,0,0,0,0,0,0,1,5,0
休士頓太空人,2,0,1,0,3,0,0,0,0,6,9,0
密爾瓦基釀酒人,0,0,1,0,2,1,0,0,0,4,8,2
匹茲堡海盜,0,0,0,0,0,1,0,0,0,1,10,1
辛辛那提紅人,2,0,0,0,1,0,2,0,x,5,8,1
洛杉磯道奇,0,1,0,0,0,0,0,1,1,3,10,0
舊金山巨人,1,0,0,1,0,0,0,0,0,2,5,1
聖路易紅雀,0,2,1,2,2,0,1,2,2,12,14,3
亞特蘭大勇士,0,0,2,0,0,0,0,0,0,2,4,3
費城費城人,0,0,0,0,1,0,0,0,0,1,8,0
紐約大都會,0,0,0,0,0,0,0,0,0,0,3,0
聖地牙哥教士,0,0,1,6,0,3,0,0,6,16,19,1
科羅拉多落磯山,0,0,0,2,0,0,1,0,0,3,8,2
芝加哥小熊,3,0,0,1,0,0,0,0,0,4,10,0
亞歷桑那響尾蛇,0,0,0,1,0,0,1,0,0,2,4,1
波士頓紅襪,0,0,0,0,0,0,0,0,0,0,7,1
多倫多藍鳥,2,0,0,0,0,0,0,1,x,3,7,0
坦帕灣光芒,0,0,0,1,2,0,0,0,0,3,8,0
巴爾的摩金鶯,0,4,0,0,0,0,0,1,x,5,11,1
明尼蘇達雙城,0,0,0,0,2,1,0,0,0,3,11,1
堪薩斯皇家,0,0,0,0,1,0,0,2,1,4,7,2
德州遊騎兵,0,0,0,0,1,0,0,0,0,1,7,1
洛杉磯天使,0,0,2,0,0,0,1,0,x,3,7,0
奧克蘭運動家,0,0,0,0,0,0,1,0,1,2,5,1
西雅圖水手,0,0,0,0,1,0,0,0,0,1,6,0
休士頓太空人,1,0,0,0,1,0,0,0,0,2,3,1
密爾瓦基釀酒人,2,0,0,1,0,0,0,0,x,3,6,1
匹茲堡海盜,0,1,0,0,0,0,0,0,0,1,9,0
辛辛那提紅人,0,0,0,0,0,1,0,0,1,2,10,0
費城費城人,0,0,1,0,0,2,0,1,1,5,9,0
紐約大都會,0,0,0,0,0,2,0,0,0,2,4,0
聖路易紅雀,0,0,4,0,0,1,0,2,5,12,10,1
亞特蘭大勇士,1,0,0,3,1,1,0,0,1,7,11,0
邁阿密馬林魚,1,0,0,0,0,0,0,0,1,2,7,0
華盛頓國民,1,0,0,0,0,0,3,0,x,4,11,0
洛杉磯道奇,5,0,0,1,0,0,0,0,0,6,10,0
舊金山巨人,2,0,3,1,0,3,0,0,x,9,12,0
聖地牙哥教士,0,1,1,0,0,0,0,1,0,3,8,0
科羅拉多落磯山,2,0,0,0,1,0,1,2,x,6,9,1
芝加哥小熊,0,2,0,1,0,1,2,1,0,7,12,0
亞歷桑那響尾蛇,0,0,0,2,1,0,0,0,0,3,8,0
巴爾的摩金鶯,0,0,5,0,0,1,0,0,3,9,9,2
波士頓紅襪,3,0,0,2,0,1,0,0,1,7,11,0
芝加哥白襪,0,1,0,2,0,0,0,0,1,4,9,0
明尼蘇達雙城,0,0,0,1,0,0,0,0,0,1,6,1
堪薩斯皇家,0,0,0,0,0,0,0,2,0,2,11,0
休士頓太空人,3,0,0,3,0,1,0,1,x,8,14,0
洛杉磯天使,0,0,0,0,0,3,0,1,0,4,9,0
奧克蘭運動家,0,0,0,0,0,0,0,0,1,1,10,0
德州遊騎兵,0,1,1,1,0,0,1,3,0,7,14,0
西雅圖水手,1,0,0,0,0,0,0,2,0,3,7,0
匹茲堡海盜,1,2,1,1,2,0,0,0,0,7,17,1
底特律老虎,0,1,0,0,1,2,0,0,0,4,6,0
聖地牙哥教士,0,0,2,1,0,0,1,0,0,4,6,0
費城費城人,0,0,0,1,1,1,0,0,0,3,8,0
密爾瓦基釀酒人,0,0,0,0,0,0,1,0,0,1,6,1
聖路易紅雀,3,2,4,0,0,0,1,0,x,10,19,0
亞特蘭大勇士,2,2,0,0,0,0,0,0,0,4,8,1
華盛頓國民,3,0,1,0,1,0,1,0,x,6,11,0
邁阿密馬林魚,0,7,1,0,0,2,0,0,0,10,15,1
紐約大都會,0,0,0,3,0,0,0,0,0,3,7,0
辛辛那提紅人,1,0,1,1,0,0,0,0,0,3,7,1
芝加哥小熊,0,0,0,0,0,0,2,3,x,5,3,0
紐約洋基,0,1,0,0,0,1,1,0,0,3,7,1
多倫多藍鳥,0,0,2,0,0,0,0,0,0,2,3,1
巴爾的摩金鶯,0,0,0,2,0,3,4,0,0,9,11,0
波士頓紅襪,2,0,0,0,2,0,0,1,0,5,10,0
克里夫蘭印地安人,0,0,0,1,0,0,0,0,0,1,5,0
坦帕灣光芒,0,0,0,0,0,0,1,4,x,5,5,0
堪薩斯皇家,3,0,0,0,0,0,0,0,0,3,7,0
休士頓太空人,2,0,0,0,0,0,0,0,0,2,7,0
洛杉磯天使,0,1,0,0,0,0,0,2,2,5,10,1
奧克蘭運動家,1,0,2,0,0,0,1,0,0,4,7,0
德州遊騎兵,0,0,5,0,0,1,2,0,0,8,12,1
西雅圖水手,0,0,0,0,0,0,0,0,0,0,4,0
匹茲堡海盜,0,0,0,0,0,2,0,0,0,2,5,1
底特律老虎,2,2,0,0,0,3,1,0,x,8,14,1
亞歷桑那響尾蛇,0,0,0,0,0,0,1,1,2,4,9,0
洛杉磯道奇,0,1,0,0,0,0,0,0,1,2,9,1
亞特蘭大勇士,0,0,0,0,0,0,0,0,1,1,6,0
華盛頓國民,0,0,0,0,0,0,0,2,x,2,8,1
聖地牙哥教士,0,0,0,0,0,0,0,0,0,0,4,2
費城費城人,0,0,0,0,0,1,0,2,x,3,4,1
邁阿密馬林魚,0,0,0,1,0,0,0,1,0,2,9,0
紐約大都會,1,0,0,0,0,0,0,0,0,1,6,0
舊金山巨人,0,0,1,0,2,2,0,2,0,7,13,1
科羅拉多落磯山,0,1,0,0,1,0,0,0,0,2,7,0
洛杉磯天使,0,0,1,0,1,0,0,1,2,5,11,1
奧克蘭運動家,0,0,0,0,0,0,0,1,0,1,3,0
德州遊騎兵,0,1,0,0,0,0,1,0,0,2,6,3
西雅圖水手,0,1,0,1,0,0,0,0,2,4,8,1
紐約洋基,0,0,0,0,1,0,0,1,0,2,8,1
多倫多藍鳥,0,1,0,0,2,0,0,4,x,7,10,0
巴爾的摩金鶯,0,0,2,0,0,0,0,0,0,2,9,0
波士頓紅襪,0,0,2,2,0,0,0,0,x,4,8,0
克里夫蘭印地安人,0,0,0,3,0,0,0,1,0,4,5,0
坦帕灣光芒,0,0,0,0,0,0,0,1,0,1,5,2
芝加哥白襪,0,0,0,0,0,1,2,0,0,3,9,0
明尼蘇達雙城,0,0,0,0,0,0,0,0,0,0,4,0
堪薩斯皇家,0,0,0,0,0,2,0,2,0,4,8,1
休士頓太空人,0,0,0,0,0,1,1,0,0,2,6,1
底特律老虎,0,0,0,1,0,4,0,0,2,7,10,0
匹茲堡海盜,2,0,0,0,0,0,0,1,0,3,4,0
邁阿密馬林魚,0,0,0,0,0,0,0,1,0,1,7,0
紐約大都會,0,0,0,0,0,0,2,0,x,2,7,0
亞特蘭大勇士,0,0,0,0,0,0,0,0,0,0,5,0
華盛頓國民,0,0,0,3,0,0,0,0,x,3,4,0
聖地牙哥教士,0,0,0,0,0,0,0,0,1,1,6,3
費城費城人,1,0,1,0,0,0,0,0,x,2,5,1
辛辛那提紅人,1,0,0,0,0,0,1,0,0,2,7,0
芝加哥小熊,5,0,2,2,0,0,0,0,x,9,8,0
密爾瓦基釀酒人,1,0,0,1,2,0,0,0,2,6,9,1
聖路易紅雀,3,0,0,0,0,0,0,1,0,4,6,2
舊金山巨人,0,0,2,0,3,0,0,1,0,6,7,1
科羅拉多落磯山,2,0,3,1,0,1,0,3,x,10,18,0
亞歷桑那響尾蛇,0,0,1,0,0,0,0,0,0,1,5,3
洛杉磯道奇,0,0,0,1,2,0,0,0,x,3,7,0
芝加哥白襪,1,0,0,1,0,0,1,0,0,3,9,1
明尼蘇達雙城,0,0,0,1,0,0,0,0,0,1,4,1
克里夫蘭印地安人,0,0,0,0,1,3,1,0,1,6,13,0
坦帕灣光芒,0,0,0,0,0,0,0,0,0,0,5,2
紐約洋基,0,0,0,2,0,0,0,0,0,2,3,0
多倫多藍鳥,0,0,0,0,3,1,0,0,x,4,8,0
巴爾的摩金鶯,0,0,1,1,0,1,0,0,0,3,9,0
德州遊騎兵,0,0,1,0,0,5,0,0,x,6,10,0
堪薩斯皇家,1,0,0,0,0,5,0,0,0,6,13,0
休士頓太空人,0,0,0,0,0,0,1,0,1,2,5,0
底特律老虎,0,0,0,2,0,0,2,3,0,7,9,2
匹茲堡海盜,0,0,0,0,0,0,3,1,0,4,14,1
聖地牙哥教士,0,0,0,0,0,0,0,0,0,0,3,1
費城費城人,0,1,0,0,0,1,1,0,x,3,3,0
密爾瓦基釀酒人,0,0,0,0,0,0,0,0,0,0,1,0
聖路易紅雀,0,3,2,0,0,0,2,0,x,7,11,0
舊金山巨人,0,0,0,1,0,0,3,2,0,6,9,1
科羅拉多落磯山,0,0,0,0,9,0,0,2,x,11,13,3
亞特蘭大勇士,0,0,1,0,0,0,0,1,0,2,5,0
華盛頓國民,0,0,4,1,0,1,0,0,x,6,6,0
辛辛那提紅人,0,0,0,0,0,0,0,0,1,1,6,2
芝加哥小熊,0,1,0,0,2,0,0,5,x,8,11,0
亞歷桑那響尾蛇,0,0,0,0,1,1,0,0,0,2,6,1
洛杉磯道奇,0,0,0,0,0,0,5,0,x,5,8,0
西雅圖水手,0,0,0,1,2,1,1,1,1,7,12,0
紐約洋基,1,0,0,0,0,0,0,0,0,1,6,1
多倫多藍鳥,0,1,0,0,0,0,2,0,0,3,3,1
波士頓紅襪,3,1,0,0,0,1,0,0,x,5,9,0
芝加哥白襪,0,0,0,0,0,0,0,0,1,1,6,1
坦帕灣光芒,0,0,0,0,0,0,0,0,0,0,2,0
巴爾的摩金鶯,1,0,0,0,0,0,9,1,0,11,13,1
德州遊騎兵,0,5,0,0,0,0,0,0,0,5,6,1
洛杉磯天使,0,0,0,0,0,1,3,0,0,4,9,0
明尼蘇達雙城,0,0,0,0,0,2,2,1,x,5,8,1
底特律老虎,0,0,0,0,0,0,0,0,0,0,5,1
休士頓太空人,1,0,0,0,0,0,0,0,x,1,5,0
堪薩斯皇家,2,0,1,0,0,0,0,0,1,4,12,1
奧克蘭運動家,0,1,0,1,0,0,0,0,0,2,5,1
紐約大都會,1,0,0,0,5,0,0,0,0,6,14,2
克里夫蘭印地安人,1,0,0,0,1,0,0,0,3,5,14,1
科羅拉多落磯山,0,1,0,0,0,2,1,2,0,6,11,1
芝加哥小熊,0,0,0,0,0,0,1,0,0,1,4,4
華盛頓國民,5,0,1,0,1,2,0,0,0,9,16,1
費城費城人,0,0,0,0,0,0,0,0,1,1,4,1
密爾瓦基釀酒人,0,1,1,1,0,2,0,2,1,8,11,2
匹茲堡海盜,0,0,0,0,0,0,4,0,0,4,8,1
亞特蘭大勇士,0,0,0,0,0,0,2,4,0,6,8,2
邁阿密馬林魚,1,0,1,0,1,0,0,0,0,3,12,0
辛辛那提紅人,0,0,3,0,0,0,0,0,0,3,7,3
聖路易紅雀,4,0,3,0,0,1,4,2,x,14,13,0
舊金山巨人,0,0,1,0,0,2,0,0,0,3,5,3
洛杉磯道奇,1,0,1,4,0,1,0,0,x,7,9,1
亞歷桑那響尾蛇,0,1,0,0,0,0,1,0,1,3,8,1
聖地牙哥教士,0,1,0,1,0,0,0,0,0,2,8,1
西雅圖水手,0,0,0,0,3,0,0,0,0,3,10,1
紐約洋基,0,0,1,0,0,0,1,0,0,2,10,1
洛杉磯天使,0,4,0,0,0,0,0,0,0,4,9,0
明尼蘇達雙城,2,0,1,0,1,0,0,2,x,6,10,0
多倫多藍鳥,1,0,0,1,0,0,0,0,0,2,7,0
波士頓紅襪,0,0,4,0,0,0,0,0,x,4,9,0
堪薩斯皇家,1,0,0,1,0,0,0,0,1,3,9,1
奧克蘭運動家,3,1,0,0,0,0,1,0,x,5,10,2
芝加哥白襪,0,0,0,0,0,0,2,0,0,2,7,0
坦帕灣光芒,0,0,1,3,0,0,1,2,x,7,10,0
底特律老虎,0,1,0,0,1,2,0,0,1,5,15,0
休士頓太空人,3,0,0,0,0,0,0,0,0,3,8,1
巴爾的摩金鶯,1,0,1,0,2,0,0,0,0,4,10,1
德州遊騎兵,1,0,0,0,1,0,6,0,x,8,14,0
紐約大都會,1,0,0,0,0,0,0,4,0,5,8,0
克里夫蘭印地安人,0,0,0,0,2,3,2,0,x,7,11,0
辛辛那提紅人,0,0,0,2,2,4,0,0,1,9,15,2
聖路易紅雀,0,4,0,0,0,1,1,0,2,8,10,0
科羅拉多落磯山,0,0,0,0,0,0,0,0,2,2,7,1
芝加哥小熊,0,0,0,2,0,0,3,1,x,6,8,0
華盛頓國民,3,0,0,2,2,0,0,0,1,8,8,0
費城費城人,0,0,0,0,1,0,0,0,0,1,7,1
密爾瓦基釀酒人,0,0,0,0,0,0,0,0,0,0,3,0
匹茲堡海盜,0,0,0,3,1,0,0,1,x,5,8,0
亞特蘭大勇士,0,2,1,3,0,0,0,0,0,6,10,0
邁阿密馬林魚,0,3,0,0,0,1,0,0,0,4,8,1
亞歷桑那響尾蛇,0,1,1,0,0,0,0,0,0,3,11,1
聖地牙哥教士,0,0,0,0,0,0,0,0,2,5,14,2
舊金山巨人,1,0,0,1,2,0,0,0,0,4,8,0
洛杉磯道奇,0,0,0,0,0,0,1,2,0,3,5,0
西雅圖水手,1,0,0,1,1,0,0,0,0,3,6,1
紐約洋基,0,2,1,0,1,0,0,0,x,4,8,1
芝加哥白襪,0,0,1,0,0,0,1,0,0,2,5,1
坦帕灣光芒,1,0,2,0,0,0,0,0,x,3,8,0
多倫多藍鳥,2,0,0,0,0,0,2,0,1,5,14,1
波士頓紅襪,0,0,0,0,1,0,0,0,2,3,4,0
洛杉磯天使,0,0,0,0,0,0,0,0,0,2,4,0
明尼蘇達雙城,1,0,0,0,1,0,0,0,1,3,13,1
底特律老虎,0,0,0,0,3,1,0,0,0,4,8,1
休士頓太空人,2,0,1,2,0,0,0,0,x,5,9,1
堪薩斯皇家,0,1,1,0,0,0,0,0,0,2,6,0
奧克蘭運動家,0,0,0,1,0,0,1,1,x,3,4,1
紐約大都會,3,3,0,0,0,0,0,0,0,6,9,0
克里夫蘭印地安人,0,0,0,0,0,0,0,0,0,0,3,2
亞特蘭大勇士,0,0,0,0,1,0,0,0,1,6,7,0
邁阿密馬林魚,0,0,0,0,3,1,0,1,0,5,7,1
華盛頓國民,0,0,0,0,1,0,0,0,1,2,8,0
費城費城人,1,0,0,0,0,0,0,0,2,3,7,0
密爾瓦基釀酒人,0,0,0,3,0,0,0,0,0,3,6,1
匹茲堡海盜,0,1,5,0,1,0,0,2,x,9,17,0
辛辛那提紅人,1,0,0,2,0,0,0,0,0,3,8,1
聖路易紅雀,0,2,0,0,1,0,0,1,x,4,7,2
科羅拉多落磯山,0,0,0,1,0,0,0,0,1,2,5,0
芝加哥小熊,0,0,0,0,0,0,0,0,0,0,3,1
亞歷桑那響尾蛇,2,0,0,2,0,2,0,1,0,7,11,2
聖地牙哥教士,2,0,1,0,0,0,0,0,0,3,6,0
舊金山巨人,0,0,1,0,0,0,0,0,0,1,5,0
洛杉磯道奇,0,0,0,0,2,0,1,0,x,3,6,0
多倫多藍鳥,0,0,0,0,0,0,0,4,0,4,8,0
波士頓紅襪,0,1,0,0,0,0,0,0,2,3,7,1
洛杉磯天使,5,0,1,0,0,0,0,1,0,7,13,0
芝加哥白襪,0,0,0,0,0,0,0,0,0,0,3,1
密爾瓦基釀酒人,1,0,0,2,1,0,x,x,x,4,6,1
明尼蘇達雙城,0,2,1,2,0,2,x,x,x,7,14,1
紐約大都會,1,0,0,0,0,1,0,2,1,5,10,0
費城費城人,0,0,1,0,0,0,0,0,1,2,7,0
科羅拉多落磯山,0,1,0,0,0,0,0,4,0,5,7,1
辛辛那提紅人,0,0,0,0,0,1,0,0,0,1,4,0
華盛頓國民,0,0,0,0,1,0,0,0,0,1,6,1
